Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 0,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 0,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
KAR Govt Quota-Open,GM,Karnataka,"Oxford Med Coll, Bangalore",GENERAL MEDICINE,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",770,4973(1),4973(1),12546(1),-,-,-,-,6275(1),5746(1),8981(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Akash IMS,Devanhalli,Bangalore",RADIO DIAGNOSIS,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,-,-,-,-,-,-,-,9006(1),7006(1),7006(1),-,-,-
KAR Priv Seats-Min.,ME,Karnataka,"Akash IMS,Devanhalli,Bangalore",RADIO DIAGNOSIS,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",760,14522(1),14348(1),14348(1),-,-,-,-,9019(1),9019(1),9019(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Kempegowda IMS, Bangalore",PAEDIATRICS,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,4963(1),2612(1),8812(1),-,-,-,-,5569(2),5340(2),9052(3),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"AIMS, Adichunchanagiri, Bellur",PAEDIATRICS,"₹7,83,858*","₹23,750",1*,"₹50,00,000*",1120,-,-,-,-,-,-,-,6899(1),5740(1),9121(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"KIMS, Hubli",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,4501(3),4805(3),12296(4),-,-,-,-,4214(3),4227(3),9129(3),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Koppal Inst of MS, Koppal",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,4285(1),3158(1),8449(1),-,-,-,-,4224(1),4174(1),9157(2),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"JJM Med Coll, Davangere",OBG,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,6439(3),6406(3),8241(3),-,-,-,-,4550(2),4550(2),9158(2),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SMC, Shimoga",GENERAL MEDICINE,"₹7,83,858*",Info not available,1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,6056(1),5393(1),9255(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Mandya IMS, Mandya",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,4127(1),4127(1),7780(1),-,-,-,-,4227(1),4065(1),9268(1),-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"MS Ramaiah, Bangalore",PAEDIATRICS,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,6020(1),5039(1),9274(1),-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Gulbarga IMS, Gulbarga",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",873,5084(1),5084(1),10111(1),-,-,-,-,5712(1),5712(1),9277(1),-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"VIMS, Bellary",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,6730(1),6730(1),14127(1),-,-,-,-,6788(1),6788(1),9288(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Father Mullers, Mangalore",OBG,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,4308(1),4308(1),9374(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Sapthagiri IMS&RC, Bangalore",GENERAL MEDICINE,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,6554(3),6442(3),13389(4),-,-,-,-,4913(5),4256(5),9430(6),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"DR BR Ambedkar, Bangalore",GENERAL MEDICINE,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",570,9882(1),8171(1),13529(1),-,-,-,-,7501(1),7210(1),9483(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"SDM College, Dharwad",DERMATOLOGY,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,-,-,-,-,-,-,-,5958(1),5655(1),9495(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Bidar IMS, Bidar",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,-,-,-,-,-,-,-,3796(1),4747(1),9521(1),-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Sapthagiri IMS&RC, Bangalore",GENERAL MEDICINE,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,9513(1),9513(1),13734(1),-,-,-,-,5908(1),5908(1),9575(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"VIMS (Vydehi), Bangalore",PAEDIATRICS,"₹7,83,858*","₹29,000*",1*,"₹50,00,000*",1600,7037(1),4963(1),11079(1),-,-,-,-,5179(1),5576(1),9581(1),-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Koppal Inst of MS, Koppal",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,5323(1),5323(1),10254(1),-,-,-,-,5583(1),6031(1),9624(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"St John's, Bangalore",GENERAL SURGERY,"₹12,05,025*","₹45,000",1*,"₹5,00,000*",1720,5366(1),5366(1),12424(1),-,-,-,-,8508(1),8508(1),9733(1),-,-,-
KAR Govt Quota-Open,3BG,Karnataka,Kodagu Inst of Med Sciences,OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",600,-,-,-,-,-,-,-,5143(1),6977(1),9747(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"St John's, Bangalore",OBG,"₹12,80,025*","₹45,000",1*,"₹5,00,000*",1720,5349(1),5349(1),10948(1),-,-,-,-,9750(1),7633(1),9750(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MRMC, Gulbarga",RADIO DIAGNOSIS,"₹13,88,744*","₹8,000*",1*,"₹50,00,000*",1038,6101(1),4512(1),7865(1),-,-,-,-,4507(1),4507(1),9779(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"MRMC, Gulbarga",PAEDIATRICS,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,-,-,-,-,-,-,-,5740(1),6035(1),9786(1),-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Sapthagiri IMS&RC, Bangalore",GENERAL MEDICINE,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,7657(1),6520(1),9831(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Hassan IMS, Hassan",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,5352(1),5062(1),11209(1),-,-,-,-,4174(1),4302(1),9852(1),-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"Hassan IMS, Hassan",DERMATOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,2937(1),2937(1),9864(1),-,-,-
KAR Govt Quota-Open,1G,Karnataka,"VIMS (Vydehi), Bangalore",GENERAL MEDICINE,"₹7,83,858*","₹29,000*",1*,"₹50,00,000*",1600,-,-,-,-,-,-,-,9931(1),9931(1),9931(1),-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Raichur IMS, Raichur",DERMATOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,-,-,-,-,-,-,-,5002(1),5090(1),9932(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SDM College, Dharwad",OBG,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,6147(1),6634(1),10872(1),-,-,-,-,5017(1),6185(1),9957(1),-,-,-
KAR Govt Quota-Open,3BH,Karnataka,"Gulbarga IMS, Gulbarga",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",873,-,-,-,-,-,-,-,6782(1),6782(1),10027(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Shimoga IMS, Shimoga",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",950,4167(1),4167(1),10538(1),-,-,-,-,3942(1),3942(1),10237(2),-,-,-
KAR Priv Seats-Min.,RC3,Karnataka,"St John's, Bangalore",PAEDIATRICS,"₹12,40,025*","₹45,000",1*,"₹5,00,000*",1720,12075(3),12075(3),30815(5),-,-,-,-,9317(3),9869(3),10255(2),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"BGS IMS, Bangalore",GENERAL MEDICINE,"₹13,88,744*","₹25,000*",1*,"₹50,00,000*",766,8373(1),5919(1),14043(1),-,-,-,-,7728(1),6698(1),10308(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Father Mullers, Mangalore",GENERAL SURGERY,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1250,6634(1),6164(1),13117(1),-,-,-,-,7249(1),7249(1),10376(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Srinivasa IMS, Srinivasanagar",GENERAL MEDICINE,"₹8,08,858*","₹29,000*",1*,"₹50,00,000*",660,-,-,-,-,-,-,-,5419(1),3208(1),10398(1),-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Kempegowda IMS, Bangalore",PAEDIATRICS,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,7619(1),7619(1),10514(1),-,-,-,-,6543(1),5750(1),10428(1),-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"Bangalore Med Coll, Bangalore",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,-,-,-,-,-,-,-,3653(1),3747(1),10434(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"DR BR Ambedkar, Bangalore",GENERAL MEDICINE,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",570,-,-,-,-,-,-,-,5758(1),9255(1),10501(1),-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Sapthagiri IMS&RC, Bangalore",DERMATOLOGY,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,8122(1),8122(1),10505(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Akash IMS,Devanhalli,Bangalore",GENERAL MEDICINE,"₹7,83,858*","₹20,000",1*,"₹50,00,000*",760,-,-,-,-,-,-,-,5091(1),5091(1),10507(1),-,-,-
KAR Govt Quota-Open,1G,Karnataka,"Shimoga IMS, Shimoga",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",950,-,-,-,-,-,-,-,10534(1),10534(1),10534(1),-,-,-
KAR Priv Seats-Min.,MM,Karnataka,"Al-Ameen, Bijapur",RADIO DIAGNOSIS,"₹13,88,744*","₹9,000*",1*,"₹50,00,000*",1040,-,-,-,-,-,-,-,10535(1),10535(1),10535(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Nijalingappa, Bagalkot",GENERAL MEDICINE,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",1140,9308(1),9246(1),17454(1),-,-,-,-,10300(2),7728(2),10598(2),-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"JJM Med Coll, Davangere",OBG,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,-,-,-,-,-,-,-,6185(1),7583(1),10599(1),-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"BGS IMS, Bangalore",GENERAL MEDICINE,"₹7,83,858*","₹25,000*",1*,"₹50,00,000*",766,-,-,-,-,-,-,-,10619(1),6897(1),10619(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Basaveswara, Chitradurga",GENERAL MEDICINE,"₹13,88,744*","₹5,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,10598(1),8301(1),10643(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"SDS TB Research, Bangalore",TBRD,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",470,2564(1),3013(1),3013(1),-,-,-,-,3020(2),3092(2),10739(2),-,-,-
KAR Govt Quota-Open,2AH,Karnataka,"VIMS, Bellary",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,5113(1),5113(1),11791(1),-,-,-,-,3747(1),3860(1),10751(2),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SDM College, Dharwad",GENERAL MEDICINE,"₹28,75,650*","₹45,000*",1*,"₹50,00,000*",670,10459(1),12062(1),17757(1),-,-,-,-,6865(1),10786(1),10786(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"East Point College,Bangalore",DERMATOLOGY,"₹13,88,744*","₹20,000",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,-,-,10801(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"MVJMC&RH, Bangalore",GENERAL MEDICINE,"₹13,88,744*","₹10,000*",1*,"₹50,00,000*",833,-,-,-,-,-,-,-,7075(1),7438(1),10822(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Father Mullers, Mangalore",PAEDIATRICS,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,9310(1),9274(1),10854(1),-,-,-
KAR Govt Quota-Open,PGMH,Karnataka,"Gulbarga IMS, Gulbarga",PAEDIATRICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",873,-,-,-,-,-,-,-,10869(1),-,-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Nijalingappa, Bagalkot",PAEDIATRICS,"₹7,83,858*","₹10,000*",1*,"₹50,00,000*",1140,-,-,13032(1),-,-,-,-,7203(1),5569(1),10986(1),-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"KIMS, Hubli",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,-,-,-,-,-,-,-,5447(1),4851(1),11009(1),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"Kempegowda IMS, Bangalore",RADIO DIAGNOSIS,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1100,-,-,-,-,-,-,-,11025(1),6531(1),9296(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Kanachur IMS, Mangalore",DERMATOLOGY,"₹7,83,858*",Info not available,1*,"₹50,00,000*",785,-,-,-,-,-,-,-,-,-,11042(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"MS Ramaiah, Bangalore",PSYCHIATRY,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,4969(1),11116(1),11116(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SSIMS & RC, Davangere",DERMATOLOGY,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",1190,-,-,-,-,-,-,-,7858(1),5266(1),11144(1),-,-,-
KAR Govt Quota-Open,3AG,Karnataka,"Basaveswara, Chitradurga",DERMATOLOGY,"₹7,83,858*","₹5,000*",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,6791(1),6264(1),11182(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Kasturba Med Coll, Mangalore",OBG,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",1290,-,-,-,-,-,-,-,4879(1),5970(1),11214(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SDM College, Dharwad",DERMATOLOGY,"₹28,75,650*","₹45,000*",1*,"₹50,00,000*",670,-,-,-,-,-,-,-,11268(1),11268(1),11268(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"MS Ramaiah, Bangalore",ORTHOPAEDICS,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,8576(2),7190(2),17251(2),14261(1),-,-,-,9160(2),9160(2),11285(3),-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Bangalore Med Coll, Bangalore",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,-,-,-,-,-,-,-,3755(1),5125(1),11336(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"MS Ramaiah, Bangalore",PAEDIATRICS,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,-,-,-,-,-,-,-,8841(1),7806(1),11347(1),-,-,-
KAR Govt Quota-Open,STG,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,-,-,-,-,-,-,-,11361(1),11361(1),-,-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Sapthagiri IMS&RC, Bangalore",GENERAL MEDICINE,"₹8,09,608*","₹10,000*",1*,"₹50,00,000*",500,8527(1),6715(1),14048(1),-,-,-,-,6445(1),9937(1),11448(2),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"MS Ramaiah, Bangalore",OBG,"₹8,08,858*","₹45,000",1*,"₹50,00,000*",1331,5354(1),6453(1),11130(1),-,-,-,-,5754(2),6549(2),11453(2),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,6713(2),4824(2),12722(2),-,-,-,-,7806(2),5755(2),11481(2),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Mysore Med Coll, Mysore",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,3798(1),3798(1),11456(1),-,26697(1),-,-,3092(1),4891(1),11489(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"Father Mullers, Mangalore",OBG,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,11526(1),11526(1),-,-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"VIMS, Bellary",DERMATOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,-,-,-,-,-,-,-,-,-,11559(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"JJM Med Coll, Davangere",PAEDIATRICS,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",1930,7951(3),7708(3),12971(3),-,-,-,-,8693(2),8002(2),11574(2),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"SDM College, Dharwad",PAEDIATRICS,"₹7,83,858*","₹45,000*",1*,"₹50,00,000*",670,-,-,-,-,-,-,-,9937(1),6538(1),11581(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Kempegowda IMS, Bangalore",OBG,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1100,6453(1),6633(1),10642(1),-,-,-,-,6272(1),6272(1),11591(1),-,-,-
KAR Govt Quota-Open,SCG,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,8028(1),8028(1),8028(1),-,-,-,-,4088(1),5627(1),11701(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"JJM Med Coll, Davangere",DERMATOLOGY,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",1930,6416(1),6416(1),7175(1),-,-,-,-,5395(2),5395(2),11726(2),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Kempegowda IMS, Bangalore",OBG,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1100,-,-,-,-,-,-,-,11617(1),11591(1),11727(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"BGS IMS, Bangalore",PAEDIATRICS,"₹7,83,858*","₹25,000*",1*,"₹50,00,000*",766,-,-,-,-,-,-,-,-,-,11738(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"VIMS, Bellary",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,5536(1),5185(1),9585(1),-,-,-,-,-,-,11774(1),-,-,-
KAR Govt Quota-Open,2BG,Karnataka,"KIMS, Hubli",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,-,-,-,-,-,-,-,2944(1),3809(1),11815(1),-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"Father Mullers, Mangalore",PAEDIATRICS,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1250,-,-,-,-,-,-,-,5750(1),4834(1),11816(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"KIMS, Hubli",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,4644(1),4644(1),10107(1),-,-,-,-,4407(2),4894(2),11830(2),-,-,-
KAR Govt Quota-Open,3AH,Karnataka,"MRMC, Gulbarga",PAEDIATRICS,"₹7,83,858*","₹8,000*",1*,"₹50,00,000*",1038,-,-,-,-,-,-,-,11885(1),11885(1),11885(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Chamrajanagar IMS, Karnataka",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",750,7054(1),5540(1),13704(1),-,-,-,-,4989(1),4431(1),11900(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"KVG Med Coll, Sullia",GENERAL MEDICINE,"₹13,88,744*","₹7,500",1*,"₹50,00,000*",682,-,-,-,-,-,-,-,7438(1),8322(1),11905(1),-,-,-
KAR Govt Quota-Open,1G,Karnataka,"AJIMS, Mangalore",PAEDIATRICS,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",910,-,-,-,-,-,-,-,9539(1),9539(1),11928(2),-,-,-
KAR Priv Seats-GMP,GMPH,Karnataka,"JJM Med Coll, Davangere",GENERAL MEDICINE,"₹13,88,744*","₹30,000*",1*,"₹50,00,000*",1930,9070(2),9070(2),10180(2),-,-,-,-,8793(2),9011(2),11946(2),-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"Bangalore Med Coll, Bangalore",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,6345(1),4278(1),16169(1),-,-,-,-,5751(1),5751(1),11974(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"VIMS (Vydehi), Bangalore",PAEDIATRICS,"₹13,88,744*","₹29,000*",1*,"₹50,00,000*",1600,5871(1),5871(1),12334(1),18896(1),-,-,-,7224(1),8576(1),11984(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Mandya IMS, Mandya",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,7334(1),6177(1),7334(1),-,-,-,-,4747(1),5313(1),12050(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"AJIMS, Mangalore",DERMATOLOGY,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",910,-,-,-,-,-,-,-,7270(1),6791(1),12072(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"KVG Med Coll, Sullia",GENERAL MEDICINE,"₹7,83,858*","₹7,500",1*,"₹50,00,000*",682,8548(1),8548(1),16696(1),-,-,-,-,9255(1),10501(1),12092(1),-,-,-
KAR Govt Quota-Open,3BG,Karnataka,"JJM Med Coll, Davangere",OBG,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,9871(1),6439(1),10636(1),-,-,-,-,8529(1),8529(1),12118(1),-,-,-
KAR Govt Quota-Open,1G,Karnataka,"ESI, Bangalore",GENERAL SURGERY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,9542(1),9542(1),9542(1),-,-,-,-,12141(1),12141(1),12141(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"Father Mullers, Mangalore",GENERAL SURGERY,"₹13,88,744*","₹35,000*",1*,"₹50,00,000*",1250,10760(1),10760(1),17651(1),-,-,-,-,12145(1),12145(1),12145(1),-,-,-
KAR Govt Quota-Open,STG,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,1029(1),1029(1),1029(1),-,-,-,-,12150(1),6881(1),-,-,-,-
KAR Govt Quota-Open,GM,Karnataka,"JJM Med Coll, Davangere",GENERAL SURGERY,"₹7,83,858*","₹30,000*",1*,"₹50,00,000*",1930,8190(2),8190(2),12992(2),-,-,-,-,7957(2),7957(2),12300(2),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"AJIMS, Mangalore",OBG,"₹7,83,858*","₹30,000",1*,"₹50,00,000*",910,-,-,-,-,-,-,-,9052(1),7317(1),12370(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"MRMC, Gulbarga",DERMATOLOGY,"₹13,88,744*","₹8,000*",1*,"₹50,00,000*",1038,-,-,-,-,-,-,-,9779(1),9779(1),12548(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Father Mullers, Mangalore",ORTHOPAEDICS,"₹7,83,858*","₹35,000*",1*,"₹50,00,000*",1250,4779(1),4226(1),16573(1),-,-,-,-,-,-,12566(1),-,-,-
KAR Priv Seats-Open,OPN,Karnataka,"SSIMS & RC, Davangere",PAEDIATRICS,"₹13,88,744*","₹30,000",1*,"₹50,00,000*",1190,9742(1),7951(1),14211(1),-,-,-,-,9856(1),9856(1),12569(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Bangalore Med Coll, Bangalore",OPHTHALMOLOGY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1993,6074(3),4797(3),12406(4),-,-,-,-,5125(5),4688(5),12579(7),-,-,-
KAR Govt Quota-Open,GM,Karnataka,Kodagu Inst of Med Sciences,GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",600,-,-,-,-,-,-,-,6510(1),4989(1),12624(1),-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"VIMS, Bellary",GENERAL SURGERY,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1295,4727(1),4106(1),10252(1),-,-,-,-,4571(1),4830(1),12661(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"Mysore Med Coll, Mysore",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1050,-,-,-,-,-,-,-,5101(1),7802(1),12663(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"ESIC Med Coll,Gulbarga",GENERAL SURGERY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",480,6007(1),5911(1),10423(1),-,-,-,-,5180(1),4732(1),12665(1),-,-,-
KAR Govt Quota-Open,2AG,Karnataka,"KIMS, Hubli",OBG,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",1200,6269(1),6010(1),6730(1),-,-,-,-,4708(1),5246(1),12683(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Shimoga IMS, Shimoga",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",950,5733(1),5733(1),14635(1),-,-,-,-,5096(1),5096(1),12728(1),-,-,-
KAR Priv Seats-GMP,GMP,Karnataka,"SDM College, Dharwad",GENERAL MEDICINE,"₹28,75,650*","₹45,000*",1*,"₹50,00,000*",670,12062(1),13064(1),20253(1),-,-,-,-,12735(1),12735(1),12735(1),-,-,-
KAR Govt Quota-Open,GMH,Karnataka,"ESI, Bangalore",GENERAL SURGERY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",530,-,-,-,-,-,-,-,6015(1),6015(1),12766(1),-,-,-
KAR Govt Quota-Open,GM,Karnataka,"Mandya IMS, Mandya",ORTHOPAEDICS,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,6678(2),6000(2),12795(2),-,-,-,-,5894(1),5894(1),12773(1),-,-,-
